model_name,tuning_method,subset_strategy,subset_size,target_tokens,random_seed,avg_token_length,total_tokens,evaluation_dataset,accuracy,training_time
HuggingFaceTB/SmolLM-135M-Instruct,0-shot,few_long,0,1000,42,,0,MMLU:anatomy,0.3333333333333333,4.320990324020386
HuggingFaceTB/SmolLM-135M-Instruct,FMT,few_long,50,1000,42,41.541666666666664,997,MMLU:anatomy,0.2962962962962963,84.20118474960327
HuggingFaceTB/SmolLM-135M-Instruct,FMT,few_long,75,1000,42,41.541666666666664,997,MMLU:anatomy,0.2962962962962963,120.82305932044983
HuggingFaceTB/SmolLM-135M-Instruct,FMT,few_long,100,1000,42,41.541666666666664,997,MMLU:anatomy,0.2962962962962963,201.39050459861755
HuggingFaceTB/SmolLM-135M-Instruct,FMT,few_long,125,1000,42,41.541666666666664,997,MMLU:anatomy,0.2962962962962963,122.08435153961182
HuggingFaceTB/SmolLM-135M-Instruct,0-shot,many_short,0,1000,42,,0,MMLU:anatomy,0.3333333333333333,3.357989549636841
HuggingFaceTB/SmolLM-135M-Instruct,FMT,many_short,50,1000,42,20.80851063829787,978,MMLU:anatomy,0.3333333333333333,95.78864789009094
HuggingFaceTB/SmolLM-135M-Instruct,FMT,many_short,75,1000,42,20.80851063829787,978,MMLU:anatomy,0.3333333333333333,158.79313683509827
HuggingFaceTB/SmolLM-135M-Instruct,FMT,many_short,100,1000,42,20.80851063829787,978,MMLU:anatomy,0.3333333333333333,140.24962401390076
HuggingFaceTB/SmolLM-135M-Instruct,FMT,many_short,125,1000,42,20.80851063829787,978,MMLU:anatomy,0.3333333333333333,78.12046813964844
HuggingFaceTB/SmolLM-135M-Instruct,0-shot,balanced,0,1000,42,,0,MMLU:anatomy,0.3333333333333333,3.3980464935302734
HuggingFaceTB/SmolLM-135M-Instruct,FMT,balanced,50,1000,42,25.205128205128204,983,MMLU:anatomy,0.3333333333333333,124.63419508934021
HuggingFaceTB/SmolLM-135M-Instruct,FMT,balanced,75,1000,42,25.205128205128204,983,MMLU:anatomy,0.3333333333333333,154.52516984939575
HuggingFaceTB/SmolLM-135M-Instruct,FMT,balanced,100,1000,42,25.205128205128204,983,MMLU:anatomy,0.3333333333333333,119.78470993041992
HuggingFaceTB/SmolLM-135M-Instruct,FMT,balanced,125,1000,42,25.205128205128204,983,MMLU:anatomy,0.3333333333333333,79.86546492576599
HuggingFaceTB/SmolLM-135M-Instruct,0-shot,few_long,0,2000,42,,0,MMLU:anatomy,0.3333333333333333,3.3338541984558105
HuggingFaceTB/SmolLM-135M-Instruct,FMT,few_long,50,2000,42,35.48,1774,MMLU:anatomy,0.3333333333333333,257.1654975414276
HuggingFaceTB/SmolLM-135M-Instruct,FMT,few_long,75,2000,42,34.1551724137931,1981,MMLU:anatomy,0.3333333333333333,164.58685183525085
HuggingFaceTB/SmolLM-135M-Instruct,FMT,few_long,100,2000,42,34.1551724137931,1981,MMLU:anatomy,0.3333333333333333,76.85450887680054
HuggingFaceTB/SmolLM-135M-Instruct,FMT,few_long,125,2000,42,34.1551724137931,1981,MMLU:anatomy,0.3333333333333333,137.78295516967773
HuggingFaceTB/SmolLM-135M-Instruct,0-shot,many_short,0,2000,42,,0,MMLU:anatomy,0.3333333333333333,3.7709028720855713
HuggingFaceTB/SmolLM-135M-Instruct,FMT,many_short,50,2000,42,21.04,1052,MMLU:anatomy,0.3333333333333333,172.36456036567688
HuggingFaceTB/SmolLM-135M-Instruct,FMT,many_short,75,2000,42,23.253333333333334,1744,MMLU:anatomy,0.37037037037037035,81.50999879837036
HuggingFaceTB/SmolLM-135M-Instruct,FMT,many_short,100,2000,42,24.0,1968,MMLU:anatomy,0.37037037037037035,79.00289368629456
HuggingFaceTB/SmolLM-135M-Instruct,FMT,many_short,125,2000,42,24.0,1968,MMLU:anatomy,0.37037037037037035,88.90057611465454
HuggingFaceTB/SmolLM-135M-Instruct,0-shot,balanced,0,2000,42,,0,MMLU:anatomy,0.3333333333333333,3.4415183067321777
HuggingFaceTB/SmolLM-135M-Instruct,FMT,balanced,50,2000,42,25.14,1257,MMLU:anatomy,0.3333333333333333,81.0786943435669
HuggingFaceTB/SmolLM-135M-Instruct,FMT,balanced,75,2000,42,25.053333333333335,1879,MMLU:anatomy,0.37037037037037035,215.19964957237244
HuggingFaceTB/SmolLM-135M-Instruct,FMT,balanced,100,2000,42,25.10126582278481,1983,MMLU:anatomy,0.37037037037037035,167.26577925682068
HuggingFaceTB/SmolLM-135M-Instruct,FMT,balanced,125,2000,42,25.10126582278481,1983,MMLU:anatomy,0.37037037037037035,246.64530396461487
HuggingFaceTB/SmolLM-135M-Instruct,0-shot,few_long,0,3000,42,,0,MMLU:anatomy,0.3333333333333333,3.495513439178467
HuggingFaceTB/SmolLM-135M-Instruct,FMT,few_long,50,3000,42,35.48,1774,MMLU:anatomy,0.3333333333333333,428.93598198890686
HuggingFaceTB/SmolLM-135M-Instruct,FMT,few_long,75,3000,42,31.786666666666665,2384,MMLU:anatomy,0.3333333333333333,102.31365513801575
HuggingFaceTB/SmolLM-135M-Instruct,FMT,few_long,100,3000,42,29.1,2910,MMLU:anatomy,0.37037037037037035,98.84983325004578
HuggingFaceTB/SmolLM-135M-Instruct,FMT,few_long,125,3000,42,28.514285714285716,2994,MMLU:anatomy,0.37037037037037035,292.1914427280426
HuggingFaceTB/SmolLM-135M-Instruct,0-shot,many_short,0,3000,42,,0,MMLU:anatomy,0.3333333333333333,3.752530813217163
HuggingFaceTB/SmolLM-135M-Instruct,FMT,many_short,50,3000,42,21.04,1052,MMLU:anatomy,0.3333333333333333,106.52973532676697
HuggingFaceTB/SmolLM-135M-Instruct,FMT,many_short,75,3000,42,23.253333333333334,1744,MMLU:anatomy,0.37037037037037035,76.55924558639526
HuggingFaceTB/SmolLM-135M-Instruct,FMT,many_short,100,3000,42,26.35,2635,MMLU:anatomy,0.37037037037037035,90.20873022079468
HuggingFaceTB/SmolLM-135M-Instruct,FMT,many_short,125,3000,42,27.785046728971963,2973,MMLU:anatomy,0.37037037037037035,78.7555046081543
HuggingFaceTB/SmolLM-135M-Instruct,0-shot,balanced,0,3000,42,,0,MMLU:anatomy,0.3333333333333333,3.427036762237549
HuggingFaceTB/SmolLM-135M-Instruct,FMT,balanced,50,3000,42,25.14,1257,MMLU:anatomy,0.3333333333333333,75.67525124549866
HuggingFaceTB/SmolLM-135M-Instruct,FMT,balanced,75,3000,42,25.053333333333335,1879,MMLU:anatomy,0.37037037037037035,75.85854387283325
HuggingFaceTB/SmolLM-135M-Instruct,FMT,balanced,100,3000,42,26.35,2635,MMLU:anatomy,0.37037037037037035,77.25482892990112
HuggingFaceTB/SmolLM-135M-Instruct,FMT,balanced,125,3000,42,27.785046728971963,2973,MMLU:anatomy,0.37037037037037035,107.55959177017212
HuggingFaceTB/SmolLM-135M-Instruct,0-shot,few_long,0,1000,100,,0,MMLU:anatomy,0.3333333333333333,3.8584766387939453
HuggingFaceTB/SmolLM-135M-Instruct,FMT,few_long,50,1000,100,41.541666666666664,997,MMLU:anatomy,0.2962962962962963,112.88932633399963
